Course Name,Description,Rate,Instructor,Price,Total Hours,lectures,Level,Number Of Rated Users,Status,Original Price,Price Value,Price Currency
UiPath Platform Infrastructure Setup Demo,"Become an expert in setting up UiPath platform in an hour by learning to do end to end Orchestrator, Robot installations",4.2,"Instructor:
Yuvaraja Kannan",E£199.99,1.5,36,All Levels,,,E£269.99,199.99,E£
RPA com Python: Crie robôs de forma simples e prática,Desenvolva Robôs (Bots) em Python para automatizar tarefas em qualquer área do mercado. #Python RPA #RobôsComPython,4.9,"Instructor:
Charles Lima",E£229.99,4.5,36,Beginner,,Highest rated,,229.99,E£
RPA Robotic Process Automation with UiPath [For Beginners],"A complete training in Robotic Process Automation with UiPath. Practical, comprehensive, and hands-on. Build 5 robots.",3.9,"Instructor:
Joel Medeiros UiPath Certified Advanced RPA Developer (UiARD)",E£199.99,3.5,28,Beginner,,,E£269.99,199.99,E£
Basic VooDoo RPA Training / Temel VooDoo RPA Eğitimi,Robotic Process Automation with VooDoo RPA / VooDoo RPA ile Robotik Süreç Otomasyonu,4.5,"Instructor:
OneZero Zeki Teknoloji",E£199.99,2,20,Beginner,,,E£269.99,199.99,E£
UiPath-Robotic Process Automation RPA Training Academy,Learn Robotics Process Automation UiPath. Enrich your career in RPA UiPath. HandsOn and Certification Guide Included.,3.6,"Instructor:
Sayantan Tarafdar",E£199.99,4,54,All Levels,,,E£269.99,199.99,E£
Construa Robôs com UiPath - Automação de Processos RPA.,Criando automações com o Uipath,4.5,"Instructor:
Miguel Hailer",E£199.99,2,26,Beginner,,,E£269.99,199.99,E£
New Technologies Simplified | Complete Beginners Guide,"Learn fundamentals of Cloud, IOT, AR, AI, Big Data, Blockchain, RPA, Metaverse, IR in a non-technical way without coding",5.0,"Instructor:
Dinesh Kumar",E£199.99,3.5,49,Beginner,,New,E£269.99,199.99,E£
RPA (Automação Robótica de Processos) com Uipath: Essencial,Seus primeiros passos com Automação Robótica de Processos com RPA e Uipath,4.6,"Instructors:
Geek University, Jonathan Willian Gonçales Alves",E£579.99,5.5,54,Beginner,,,E£779.99,579.99,E£
Blue Prism - RPA Complete Guide,"Build Enterprise RPA using Blue Prism - Complete Development , admin and controller course with hands on exercise.",3.9,"Instructor:
Dhinagaran Ashokan",E£199.99,10,107,All Levels,,,E£269.99,199.99,E£
Appium WinAppDriver C# Windows Desktop UI Automation Testing,"Windows Application Driver Automation Testing, Appium for Windows , End-to-End Desktop Testing Tutorial for Beginners",4.4,"Instructor:
Naeem Akram",E£629.99,5,79,Intermediate,,,E£849.99,629.99,E£
Automação Inteligente de Processos com RPA - Módulo 1,Uma visão da Automação de Processos utilizando Inteligência Artificial e RPA Cognitivo,4.3,"Instructor:
Rogério Figurelli",E£199.99,2,16,Beginner,,,E£269.99,199.99,E£
Robotic Process Automation (RPA),"Aprende sobre RPA, la última revolución tecnológica",4.6,"Instructor:
Daniel Cenizo Salvago",E£199.99,,15,All Levels,,,E£269.99,199.99,E£
Power Automate - Complete Guide to Power Automate Desktop,Use Power Automate to streamline your desktop and web tasks with the complete guide on Microsoft Power Automate Desktop,4.7,"Instructor:
Henry Habib",E£749.99,13,110,All Levels,,Bestseller,E£999.99,749.99,E£
Advanced VooDoo RPA Training / İleri Seviye RPA,Automate your own business processes with VooDoo RPA / VooDoo RPA ile iş süreçlerinizi kendiniz otomasyonlaştırın,3.5,"Instructor:
OneZero Zeki Teknoloji",E£199.99,3,27,Intermediate,,,E£269.99,199.99,E£
Digital Transformation: Setting up & running an RPA CoE team,Good teams automate ...GREAT teams deliver value. Robotic Process Automation Centre of Excellence teams need a framework,3.5,"Instructor:
Tony Robot",E£199.99,2,35,All Levels,,,E£269.99,199.99,E£
"Electricity & electronics - Robotics, learn by building","Over 31,000 enrolled! Open career opportunities and have fun learning electronics focused on building robots/automation!",4.7,"Instructor:
Ian Juby",E£849.99,11,60,All Levels,,Bestseller,"E£1,199.99",849.99,E£
UiPath - Develop your own activities,Learn to Develop Custom Activties for your automations in UiPath,4.6,"Instructor:
Marcelo Cruz",E£199.99,1,21,All Levels,,,E£269.99,199.99,E£
【続】Microsoft Power Automate Desktop 入門講座 ～ Excel 転記 特訓編 ～,Power Automate Desktop 入門講座は受講した。もっと知りたいけど、どこから広げていけば...それなら Excel 転記からはじめてみませんか？毎日使う Excel だから RPA による 効率性 インパクトは大です！,4.3,"Instructor:
マスカワ シゲル",E£199.99,5,55,Beginner,,Bestseller,E£269.99,199.99,E£
Automation anywhere 360 / A2019 tutorial from scratch 10+ hr,Real time examples and demo - All packages and actions step by step guide - Learn complete Automation anywhere A360 2019,4.1,"Instructor:
Kannan Kannan",E£199.99,12,66,All Levels,,,E£269.99,199.99,E£
Healthcare 4.0 - Healthcare in the Industry 4.0,Learn about how the Healthcare Industry is being transformed in Industry 4.0,4.5,"Instructor:
CipherDev Labs™",E£199.99,10,103,All Levels,,,E£269.99,199.99,E£
Microsoft Power Automate: Learn Power Automate Desktop & Web,"Guide To Power Automate: Learn Microsoft Power Automate Cloud & Web Tasks, Power Automate desktop with powerapps MS Flow",4.2,"Instructor:
Saurabh Singh",E£199.99,12.5,154,All Levels,,,E£719.99,199.99,E£
Blue Prism (AD01) Certified Developer Essential Training,"Master Blue Prism: Unlock RPA, Advanced Automation Strategies & Successful Transformation. Blue Prism (AD01) Exam Prep.",5.0,"Instructor:
Kareem Ullah",E£199.99,1.5,30,All Levels,,Highest rated,E£779.99,199.99,E£
"Level 1 - How to run RPA/Automation projects, the easy way",NO MORE AUTOMATION EXPERTS?! Become an expert YOURSELF,4.1,"Instructor:
Tony Robot",E£199.99,2,11,All Levels,,,E£269.99,199.99,E£
Blue Prism (AD01) Certified Developer Essential Training,"Master Blue Prism: Unlock RPA, Advanced Automation Strategies & Successful Transformation. Blue Prism (AD01) Exam Prep.",5.0,"Instructor:
Kareem Ullah",E£199.99,1.5,30,All Levels,,Highest rated,E£779.99,199.99,E£
Crisper Learning for Robotics Process Automation - UiPath,UiPath,3.0,"Instructor:
Vaibhav Jain",E£199.99,7,15,All Levels,,,E£269.99,199.99,E£
Healthcare 4.0 - Healthcare in the Industry 4.0,Learn about how the Healthcare Industry is being transformed in Industry 4.0,4.5,"Instructor:
CipherDev Labs™",E£199.99,10,103,All Levels,,,E£269.99,199.99,E£
Power Automate Desktop - Essentials RPA Training Course,Learn how to create automations with RPA (Robotic Process Automation) on Microsoft Power Automate Desktop from scratch,4.5,"Instructor:
Marcelo Cruz",E£229.99,3,43,Beginner,,,E£319.99,229.99,E£
Artificial Intelligence (AI) in Software Testing,The Future of Automated Testing with Machine Learning - Implementing Artificial Intelligence (AI) in Test Automation,3.0,"Instructor:
Sujal Patel",E£319.99,1.5,37,All Levels,,,E£419.99,319.99,E£
Blue Prism Professional Developer (ADP01) Certification,Blue Prism Professional Developer (ADP01) Certification Test,3.3,"Instructor:
RPA Certification",E£199.99,,,,,,E£269.99,199.99,E£
Industrial Robotics,Mathematical models and practical applications,4.3,"Instructor:
Fabrizio Frigeni",E£199.99,6,63,Intermediate,,Bestseller,E£849.99,199.99,E£
RPA Developer Associate UiPath Practice Tests,UiRPA Practice Test,3.8,"Instructor:
Mrinalini Bhandari",E£199.99,,,,,,E£269.99,199.99,E£
Blue Prism RPA Complete Course,Blue Prism Complete Course Basic to Advanced with Practical Examples,3.8,"Instructor:
Manish Pandey",E£199.99,10,65,All Levels,,,E£269.99,199.99,E£
Robotics and ROS 2 - Learn by Doing! Manipulators,Build and Control with your voice a Real Robot with ROS2,4.7,"Instructor:
Antonio Brandi",E£749.99,19,110,Beginner,,,E£999.99,749.99,E£
UiPath Certified Advanced RPA Developer Practice Exam [2023],70 high-quality practice test questions written from scratch with detailed explanations included! - Updated [SEP 2023],0.0,"Instructor:
Skill Success | Practice online and gain your certification",E£579.99,,,,,,E£779.99,579.99,E£
Claves RPA para Automatizar Procesos en la Empresa,"Domina las claves de la automatización de procesos, los contextos de aplicación y el desarrollo de procesos RPA",4.3,"Instructors:
Patricia Hernández, Angel Vázquez García, Jaime de la Serna, eCUSTOMER S.L.",E£549.99,3,13,All Levels,,,,549.99,E£
"Robotic Drives & Physics: Robotics, learn by building III","With over 45,000 enrolled in the first two courses, and over a 4.6 star rating!",5.0,"Instructor:
Ian Juby",E£749.99,11,58,Beginner,,Highest rated,E£999.99,749.99,E£
CORE of Automation Anywhere 2019 (BE INSTANTLY PRODUCTIVE),Learn Automation Anywhere A2019 with real time examples for commands/actions useful in your day to day RPA Development,4.3,"Instructor:
Deven Panchal",E£229.99,5.5,50,Intermediate,,,E£319.99,229.99,E£
UiPath Certified Professional Associate 2022,"Learn by doing, 3 step method. 1) Practical UiPath Experience 2) Exclusive Cheatsheets 3) Exam Questions",4.3,"Instructor:
Andrew S",E£229.99,3,65,All Levels,,,E£319.99,229.99,E£
Blue Prism Foundation - Hands on Enterprise RPA,How to learn Enterprise RPA using Blue Prism,4.2,"Instructor:
MICHAEL TYISKA",E£349.99,9.5,110,Beginner,,,,349.99,E£
"Power Automate Adv w/Forms, JSON, Power BI & Adobe Sign","Use PA Advanced and integrate with Power BI, MS Forms and Adobe Sign using JSON, creative expessions & Data Operators.",4.5,"Instructor:
Robin Solonenko",E£579.99,6.5,45,Expert,,New,E£779.99,579.99,E£
Complete Power Automate FLOW and DESKTOP Hands-on Course,Save time and automate any task or business process with no coding skills,4.2,"Instructor:
Gregor Maric",E£219.99,4.5,41,Beginner,,,E£319.99,219.99,E£
Mastering RPA in Power Automate Desktop,Master RPA Series,0.0,"Instructor:
Pedro Martins",E£629.99,1,8,Beginner,,,E£849.99,629.99,E£
PL-500 Microsoft Power Automate RPA Developer Exam,PL-500 Microsoft Power Automate RPA Developer Exam,0.0,"Instructor:
Domas Masiulis",E£579.99,,,,,New,E£779.99,579.99,E£
Exam PL-500: Microsoft Power Automate RPA Developer (Latest),Course Structure as per latest Exam PL-500: Microsoft Power Automate RPA Developer Study Guide,4.0,"Instructor:
Techi WIZ",E£579.99,w2,27,Intermediate,,,E£779.99,579.99,E£
RPA Developer Training & Certification - Automation Anywhere,RPA Course by Ricky West,4.2,"Instructor:
Ricky West","E£1,699.99",1.5,15,All Levels,,,,"1,699.99",E£
Machine Learning & Generative AI for CXOs & Sr. Managers,Assess maturity for AI readiness | Demystify Artificial Intelligence | 8 Case Studies | Google's No Code Auto ML,4.2,"Instructors:
SeaportAi ., Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!",E£519.99,5,51,Beginner,,,E£679.99,519.99,E£
PL-500: Microsoft Power Automate RPA Developer Practice Exam,200 Realistic Questions with explanations for right and wrong Answer (PL-500: Microsoft Power Automate RPA Developer ),0.0,"Instructor:
Muhammad Junaid",E£199.99,,,,,New,E£779.99,199.99,E£
Blue Prism AD01 Certified Developer Practice Exams,Blue Prism AD01 Certified Developer - Latest Questions & Answers with Cheatsheet & Study Materials,4.6,"Instructor:
Travis Dahlheimer | Professional Blue Prism Developer",E£619.99,,,,,Bestseller,E£819.99,619.99,E£
Microsoft Power Automate (Flow) Crash Course,Learn how to create workflows using Microsoft Power Automate from ground zero,4.6,"Instructor:
Alireza Aliabadi",E£629.99,8,52,All Levels,,,E£849.99,629.99,E£
ISTQB Foundation Level certification Test,"An easy and clear way to prepare for the exam, without 20 hours of video or outdated information",3.4,"Instructor:
RPA Certification",E£199.99,,,,,,E£269.99,199.99,E£
【 RPA カレッジ 】 UiPath コース1 インストールから簡単なロボット作成体験,UiPathのインストールを行った後、ロボット作成を実践してUiPathでのロボット開発に必要な基礎知識を取得。働き方改革、RPA女子、在宅ワークで話題のRPAを誰でも簡単に体感。,3.5,"Instructor:
ブリトニー 鈴木",E£199.99,1,10,Beginner,,,E£269.99,199.99,E£
ABCD: A Book for Citizen Developers - Automation 360 RPA,No coding experience needed for building bots with Automation 360,4.1,"Instructor:
Gavin Leung",E£199.99,7.5,42,Beginner,,,E£269.99,199.99,E£
UiPath: Top 20 FAQs Solved,Enhance your knowledge and be more confident in UiPath using practically solved FAQs with explanations,4.3,"Instructors:
Yoda Learning, Anders Jensen",E£199.99,2.5,24,Expert,,,E£269.99,199.99,E£
Intelligent Automation (IA) Simplified - cheat sheets,Automation DISCOVERY and DELIVERY made simple. Simplifying RPA and IA digital transformation,4.8,"Instructor:
Tony Robot",E£199.99,2,11,All Levels,,,E£269.99,199.99,E£
Aprenda RPA do Zero Com UiPath - Mestre UiPath - Nivel 1,Aprender RPA (Robotic Process Automation) utilizando a ferramenta UiPath do Zero com a melhor ferramenta do Mercado,4.2,"Instructor:
Simão Pedro da Silva",E£229.99,2,28,Beginner,,,E£319.99,229.99,E£
Robotic Process Automation and Internal Audit,Learn Robotics Process Automation RPA and Internal Audit in RPA Environment,4.1,"Instructor:
Governance Risk and Compliance GRC",E£199.99,2,39,Beginner,,,E£269.99,199.99,E£
UiPath Certified Automation Business Analyst (UiABA) Tests,Advanced and tricky questions to help you pass the exam and get a UiPath Certified Automation Business Analyst (UiABA)!,3.6,"Instructor:
KLN Sanyasi Pathrudu Chintakayala",E£579.99,,,,,,E£779.99,579.99,E£
Level 0 - Introduction to Intelligent Automation (for Noobs),"Learn essential tips and insight about RPA, Process Automation & Intelligent Automation tech coming into your workplace",4.2,"Instructor:
Tony Robot",E£199.99,2,8,All Levels,,,E£269.99,199.99,E£
Complete Process Mapping course for RPA business Analysts,"robotic process automation analysts need business process management, mapping and modelling (a lean six sigma tool)",3.8,"Instructor:
Tony Robot",E£229.99,3.5,31,All Levels,,,E£319.99,229.99,E£
Blue Prism - Learn RPA Using Blue Prism From Scratch,Complete Blue Prism Developer Course,3.9,"Instructor:
Digital Training Academy",E£199.99,7,86,All Levels,,,E£269.99,199.99,E£
"Digital Electronics: Robotics, learn by building module II","Over 14,000 enrolled! Open doors to careers and hobbies and have fun while learning digital electronics!",4.8,"Instructor:
Ian Juby",E£749.99,13,70,All Levels,,Bestseller,E£999.99,749.99,E£
"Hands-On Robotics with Arduino, Build 13 robot projects","Using Arduino build a Voice control robot, Black line follower, Light follower/repeller robot, Smartphone control robot",4.7,"Instructor:
Dinesh Tavasalkar",E£629.99,4.5,69,All Levels,,,E£849.99,629.99,E£
Working with Web APIs in Microsoft Power Automate (MS Flow),This course covers everything you need to work with web APIs from Power Automate (Not for developers),4.8,"Instructor:
Alireza Aliabadi",E£749.99,4,29,Intermediate,,Highest rated,E£999.99,749.99,E£
Criando RPAs com Automation Anywhere - task bots,"Torne-se um desenvolvedor de RPA's - do básico ao avançado, com exemplos práticos do início ao fim, sem enrolação",4.3,"Instructor:
Fagundes Treinamento e Desenvolvimento",E£199.99,2,30,All Levels,,,E£269.99,199.99,E£
Customer Experience (CX) in Industry 4.0,Creating an engaging and rich Customer Experience (CX) in Industry 4.0,4.5,"Instructor:
CipherDev Labs™",E£629.99,9.5,99,All Levels,,Bestseller,E£849.99,629.99,E£
Master Microsoft Power Automate(Flow) Expressions in 2 hours,You know Microsoft Power Automate. It is time to work with Flow expressions.,4.7,"Instructor:
Alireza Aliabadi",E£749.99,3,27,Intermediate,,,E£999.99,749.99,E£
Mining 4.0 - Mining in the Industry 4.0,Learn about how the Mining Industry is being transformed in Industry 4.0,3.9,"Instructor:
CipherDev Labs™",E£229.99,7.5,93,All Levels,,,E£319.99,229.99,E£
【Python・PyAutoGUI】オリジナル業務効率化（RPA）ツールを作って単純作業を自動化しよう！,GUI操作の自動化技術をマスターしてルーチンワークや単純作業を自動化しませんか？PyAutoGUIの基本操作、更にはOCR（文字認識技術）を組み合わせた業務効率化ツールの開発を徹底的に解説！,4.3,"Instructor:
やじろべえ (YAJIROBE)",E£199.99,2.5,52,Beginner,,Bestseller,E£269.99,199.99,E£
RPA - BluePrism Beginner Hands on Training,BluePrism Training,3.7,"Instructor:
MR Dinesh Reddyvari",E£199.99,9,76,Beginner,,,E£269.99,199.99,E£
Blue Prism Developer Certification AD01 2022,"Learn by doing, 3 step method. 1) Practical Blue Prism Process Experience 2) Exclusive Cheatsheets 3) Exam Questions",4.4,"Instructor:
Andrew S",E£199.99,2,24,All Levels,,,E£269.99,199.99,E£
Curso Básico de RPAS,Curso de tierra,4.3,"Instructor:
To Drone",E£199.99,3,25,Expert,,,E£269.99,199.99,E£
Blue Prism Developer Certification AD01 - Learn by Studying,Two high quality sample certification exams (120 questions total),3.8,"Instructor:
Octo RPA Training",E£199.99,,,,,,E£269.99,199.99,E£
Advanced RPA - Microsoft Power Automate With AI Builder,AI Builders,4.0,"Instructor:
Learning Technologies",E£349.99,2,11,Beginner,,,E£479.99,349.99,E£
Blue Prism Developer Certification AD01 Latest,Blue Prism Developer Certification AD01 Latest,3.9,"Instructor:
RPA Certification",E£199.99,,,,,,E£269.99,199.99,E£
Python RPA com BotCity: Crie robôs com alta produtividade,"Crie robôs com Python usando BotCity Studio, Docs e Orquestre no Maestro de forma simples, rápida e prática.",4.8,"Instructor:
Charles Lima",E£229.99,4.5,41,All Levels,,,,229.99,E£
UiPath Tutorial 2023 Edition! >>Practical example<<,Learn UiPath for in 2023: A Practical Tutorial with Real-World Example,0.0,"Instructor:
Made To Automate",E£579.99,,7,Beginner,,,E£779.99,579.99,E£
The Complete Artificial Intelligence (AI) for Professionals,"Learn 100+ AI tools and use them to Master Business, Ethics, & Innovation! All Rooted in 100% Real-World Scenarios!",4.6,"Instructor:
Debayan Dey",E£629.99,3,89,All Levels,,Hot & new,E£849.99,629.99,E£
Automation anywhere A2019 for Beginners,Beginners for RPA Automation anywhere A2019,3.3,"Instructor:
Kumar M",E£199.99,4,13,Beginner,,,E£269.99,199.99,E£
WinOps – CI/CD with Microsoft Azure Stack: VSTS and TFS 2018,Learn modern Devops on the Microsoft stack processes,3.9,"Instructor:
Packt Publishing",E£199.99,7,47,Beginner,,,E£269.99,199.99,E£
【DX人材育成】人工知能（AI）×IoT×ブロックチェーンの技術と次世代ビジネスノウハウの基礎知識を獲得する講座,AI／IoT／ブロックチェーン／RPA／API／ドローン／VR・AR／3Dプリンター／ビッグデータの全基礎知識とその関係性をおさえます。,3.9,"Instructor:
Edutech Partners . inc",E£199.99,8,46,Beginner,,,E£269.99,199.99,E£
Robotics Fundamental Course,Different Robotics Projects,4.2,"Instructor:
Edutainer India",E£349.99,1.5,27,Intermediate,,,E£449.99,349.99,E£
ROS2 Robotics Developer Course - Using ROS2 In Python,Gain expertise in the latest version of the Robot Operating System (ROS 2) in Python to program your own robots,4.4,"Instructor:
Raymond Andrade",E£749.99,8.5,54,All Levels,,,E£999.99,749.99,E£
Unlocking BPMN: Business Process Modeling and Notation,"BPMN Essentials: Master Business Process Modeling for Success, Enhance Process Efficiency, BPMN Techniques & Control.",5.0,"Instructor:
Abdul Hafeez",E£549.99,1.5,29,All Levels,,Highest rated,E£729.99,549.99,E£
Digital Transformation and Industry 4.0 Masterclass,"Build real world understanding of Digital Transformation, Industry 4.0, value drivers and best practices to implement",4.5,"Instructor:
Abhinav Singhal",E£519.99,4.5,34,All Levels,,,E£679.99,519.99,E£
Getting Started With Python,Hands-On Approach,4.8,"Instructors:
Dr. Umesh Dutta, Ina Singh",E£199.99,7.5,91,All Levels,,,E£269.99,199.99,E£
Emerging Technologies to boost your career,8 most influential technologies - AI/Big Data /IoT /RPA /Cloud /AR-VR-MR /Block Chain /Cyber Security,3.8,"Instructor:
Rajesh Menon",E£199.99,3,41,All Levels,,,E£269.99,199.99,E£
IT Systems Business Analysis and ICT Industry Innovations,"Business Analysis of IT Systems: Blockchain, Big Data, Digital Economy, Business Intelligence, Cloud, AI, RPA & Info Sec",3.4,"Instructor:
IT Mindfulness Academy",E£199.99,13,222,All Levels,,,E£269.99,199.99,E£
Drone Flight Planning 101,Plan a legal drone mission for any purpose using the correct standards and the appropriate drone flight parameters.,4.8,"Instructor:
Josh Owen",E£199.99,4,21,All Levels,,Highest rated,E£269.99,199.99,E£
Blue Prism: Tu Primer Robot RPA,"Al finalizar este curso, estarás familiarizado con la herramienta Blue Prism para automatizar procesos de negocio.",3.4,"Instructor:
ReTeam Labs",E£199.99,3.5,64,Beginner,,,E£269.99,199.99,E£
Blue Prism Machine Learning Skills,Leverage the power of machine learning in Blue Prism today!,4.4,"Instructor:
Andrew S",E£199.99,3,56,Intermediate,,,E£269.99,199.99,E£
FinTech for Accountants,"Comprehensive Guide in Accounting Practices use of Blockchain application,role of RPA,use of big data, machine learning",4.3,"Instructor:
Imran Zakir",E£549.99,2,22,All Levels,,,E£749.99,549.99,E£
Microsoft Power Automate for beginners,Learn Microsoft Power Automate with basics. You will master vital concepts in Microsoft Power Automate,5.0,"Instructor:
Innozant Technology",E£629.99,,6,All Levels,,Highest rated,E£849.99,629.99,E£
Blue Prism APD01 Professional Developer Practice Exams,Blue Prism APD01 Certified Developer - Latest Questions & Answers with Study Materials,4.7,"Instructor:
Travis Dahlheimer | Professional Blue Prism Developer",E£199.99,,,,,Bestseller,E£269.99,199.99,E£
Robotics and ROS - Learn by Doing! Manipulators,Build and Control with your voice a Real Robot with ROS,4.4,"Instructor:
Antonio Brandi",E£199.99,14.5,92,Beginner,,,E£999.99,199.99,E£
Practical Make Automation Course. 5 Use Cases.,Work automation,4.2,"Instructor:
Made To Automate",E£199.99,2.5,29,Beginner,,,E£269.99,199.99,E£
PREPARATION FOR ADVANCED RPAS PILOTS FLIGHT REVIEW,Flight Test Lesson for Advanced RPAS/ UAV/ Drone pilots,4.2,"Instructor:
David Carlos",E£649.99,1.5,9,Beginner,,,,649.99,E£
RoboGrok Robotics 1,"*Grok - From the Robert Heinlein novel Stranger in a Strange Land. To internalize, to drink deeply, to thoroughly grasp",4.8,"Instructor:
Angela Sodemann",E£199.99,13,45,Intermediate,,,E£269.99,199.99,E£
Master Robot Simulation with Python: The Ultimate Guide,Step Into the Future of Robotics: Engage in a Dynamic Robot Simulation,5.0,"Instructor:
Adrian-Ionut Tucudean",E£199.99,1,8,Intermediate,,,E£269.99,199.99,E£
Arduino Robotics: Building and Programming Robots,Mastering Arduino Robotics: From Basics to Advanced,0.0,"Instructor:
EasyShiksha Learning",E£579.99,7.5,64,All Levels,,New,E£779.99,579.99,E£
Robotic Process Automation using WinAutomation 8,Learn Robotics Process Automation with easy to understand and powerful features of WinAutomation 8.0,3.4,"Instructor:
Nishant Goel",E£229.99,3.5,19,Beginner,,,E£319.99,229.99,E£
Power Automate Desktop en español,Aprende a usar la herramienta de RPA Microsoft Power Automate Desktop,4.4,"Instructor:
Christian Abata",E£529.99,2,13,Beginner,,,,529.99,E£
Learn Automation Anywhere A2019 From Scratch,Automation A2019,3.9,"Instructor:
Akbar Shaikh",E£199.99,5,58,All Levels,,,E£269.99,199.99,E£
15+ Microsoft Power Automate Business Use Cases,Practical Use Cases that brings immediate value to the Business,4.1,"Instructor:
Olanrewaju Oyinbooke",E£629.99,12.5,122,Beginner,,,E£849.99,629.99,E£
AI For Business & Non- Technical Folks,Become a Product Manager or Project Manager in AI- Get Certified as Microsoft AI Consultant,0.0,"Instructor:
Dr. Sam Swapn",E£579.99,2.5,30,All Levels,,New,E£779.99,579.99,E£
Master World's Top 20 Effort Estimation Techniques with Ease,Master Agile/Waterfall/Empirical/FPA/Mathematical/LOC Estimation Techniques to resolve any challenges @ work/life easily,4.2,"Instructor:
Venkatesh Radhakrishnan",E£229.99,4.5,13,All Levels,,,E£319.99,229.99,E£
Automation: How to automate a business process,"#1 Automation course: The step by step guide to how you can automate your business processes, saving you time and cost",3.7,"Instructor:
Robert Chapman",E£199.99,1.5,19,All Levels,,,E£269.99,199.99,E£
Robotics With V-REP / CoppeliaSim,Learn Robotics Through Robotics Simulation With 5 Major Robotics Project,3.3,"Instructor:
Hrithik Verma",E£519.99,4.5,40,Beginner,,,E£679.99,519.99,E£
Zero to Hero in Vex Robotics,From the bare basics towards mastery of motor functions and feedback control,4.4,"Instructor:
Sanjin Dedic",E£229.99,3,33,Beginner,,,E£319.99,229.99,E£
Sports Card Investing & Collecting Course: Beginner to Pro!,Learn how to invest and collect sports card in the 21st century! Master Sports Card Investing & Collecting!,4.7,"Instructors:
Mitchell Bouchard, Kevin Gardin, Bird Bouchard, Red Cape Learning",E£199.99,3.5,29,All Levels,,,E£269.99,199.99,E£
Power Automate Foundations w/SharePoint Integration,Automate your business workflows to connect to your SharePoint Online Lists and Document Library and your OneDrive.,4.9,"Instructor:
Robin Solonenko",E£199.99,5,37,Beginner,,,E£269.99,199.99,E£
Getting into the Robotics with Robotic Manipulators,Learn the fundamentals of robotics over robotic manipulators and how to apply theory into real world situations.,3.6,"Instructor:
Burhan Mohayaddin",E£199.99,14,58,Intermediate,,,E£799.99,199.99,E£
【RPA】Power Automate Desktop 超入門編,プログラミング知識不要のRPAツールであるPower Automate Desktopに関して基礎を学習します。最後にはInstagramの自動ログインに挑戦します。,4.5,"Instructor:
Hiroyuki IKEDA",E£199.99,,16,Beginner,,,E£269.99,199.99,E£
Robotic Processing Assistant: Streamlining Operations,Robotic Processing For Real World Scenerios,0.0,"Instructor:
Antonio Journie",E£199.99,7,95,Beginner,,,E£269.99,199.99,E£
Crisper Learning for Robotics Process Automation- Blue Prism,BluePrism,4.0,"Instructor:
Vaibhav Jain",E£199.99,5,11,All Levels,,,E£269.99,199.99,E£
Water 4.0 - Water Management in Industry 4.0,The Impact of Industry 4.0 on the Water Management Industry,4.2,"Instructor:
CipherDev Labs™",E£199.99,7.5,84,Beginner,,,E£269.99,199.99,E£
Automation Anywhere Foundations A-Z,Become a leader in a exciting and growing industry!,3.6,"Instructor:
Andrew S",E£199.99,2.5,35,All Levels,,,E£269.99,199.99,E£
[ENG] SAP GUI Scripting: SAP automation with Microsoft Excel,"Stop wasting time on tedious, monotonous tasks in SAP.",4.4,"Instructor:
ascoro | Beratung & Training von SAP-Spezialisten",E£229.99,1,12,Beginner,,,E£319.99,229.99,E£
Automation Anywhere 360 Level 1 - Citizen Developer,The first in a series of five Developer learning tracks of escalating difficulty,4.7,"Instructor:
Jordan Peralez",E£199.99,5.5,16,Beginner,,,E£269.99,199.99,E£
Forestry 4.0 - The Forestry Industry in Industry 4.0,Understand the Forestry Industry in Industry 4.0,4.2,"Instructor:
CipherDev Labs™",E£229.99,6.5,90,Beginner,,,E£319.99,229.99,E£
The professional analysis of robots.,What's robot? What's service robot? What's the intelligence of robots?How intelligence is embodied in robots?,5.0,"Instructor:
Xiaoxue Luo",E£579.99,,5,All Levels,,New,E£779.99,579.99,E£
Robotics: Human-Robot Interaction - Theory and applications,"Learn the fundamentals to understand, design, and evaluate Human-Robot Interaction (HRI) systems",4.7,"Instructor:
Juan Pablo Vásconez",E£199.99,4,47,All Levels,,,E£269.99,199.99,E£
Microsoft Power Automate Desktop - Zero to Expert : Part 2,"Automate repetitive task with Microsoft Power Automate Desktop step-by-step (Beginners , Intermediate & Experts)",4.4,"Instructor:
Learning Technologies",E£199.99,5,37,All Levels,,,E£269.99,199.99,E£
Digital Transformation Strategy: Achieve Digital Success,Master the basics on digital transformation and the new technologies that can lead you to digital success,4.4,"Instructor:
Maria Vazquez",E£199.99,1.5,18,All Levels,,new,E£269.99,199.99,E£
Remotely Piloted Aircraft Systems/ UAV Pilot Introduction,Lectures and lessons on Remotely Piloted Aircraft Systems,4.9,"Instructor:
David Carlos",E£749.99,7.5,,Beginner,,Highest rated,,749.99,E£
Arduino Robotics with the mBot,An introduction to robotics with the world's friendliest learning robot,4.5,"Instructor:
Dr. Peter Dalmaris",E£219.99,5,39,Beginner,,Highest rated,E£319.99,219.99,E£
Livestock and Poultry 4.0 - The Impact of Industry 4.0,Discover the Impact of Industry 4.0 on the Livestock and the Poultry Industry,3.2,"Instructor:
CipherDev Labs™",E£199.99,6.5,90,Beginner,,,E£269.99,199.99,E£
